study,pi_name,treatment,animal,protocol_id,age_category,months,age_mo,sex,strain,genotype,housing,light_on,light_off,tracking_system,rat_source,pool_diam,duration_c_1,duration_c_2,duration_c_3,duration_c_4,duration_c_5,cum_dist_c_1,cum_dist_c_2,cum_dist_c_3,cum_dist_c_4,cum_dist_c_5,duration_s_1,duration_s_2,duration_s_3,duration_s_4,duration_s_5,duration_s_6,cum_dist_s_1,cum_dist_s_2,cum_dist_s_3,cum_dist_s_4,cum_dist_s_5,cum_dist_s_6,timegoal_p_1,timeopp_p_1,di_p_1,timegoal_p_2,timeopp_p_2,di_p_2
Guidi 2014,Foster,Control,1699.TF,Foster_WM_1,Old,18-20,19,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,50.272494,49.38271533,50.55054967,17.40629467,18.85218467,508.5699764,689.3578556,677.8632194,294.0333481,363.1849297,29.195862,35.924813,9.509508667,38.76098233,30.919808,36.53653567,441.2043455,592.8113734,156.1504893,650.9428874,587.9581933,640.3234912,38.64975833,35.035035,0.049056572,10.288065,38.09364833,-0.574712663
Guidi 2014,Foster,Control,1192.TF,Foster_WM_1,Old,18-20,19,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,55.61116633,15.960404,12.51251167,4.782559333,14.014013,636.1258846,442.7105014,236.6555535,118.2542176,286.0705195,41.597152,44.933822,60.226893,41.76398533,20.298075,12.345678,834.0128905,819.794226,1133.947549,739.6372909,391.6945086,230.4361354,48.10366,8.063618333,0.712871317,30.03003,26.13724667,0.069306962
Guidi 2014,Foster,Control,885.TF,Foster_WM_1,Old,18-20,19,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,39.70637233,27.972416,59.225892,24.69135733,11.40028867,646.7609699,561.7547217,1028.078657,560.7339644,278.8555564,41.48592967,33.03303233,25.85919167,16.12723733,16.01601533,28.19486067,832.5002077,685.3316994,535.9453507,345.4436976,336.498316,576.6302161,51.71838833,12.79056833,0.603448296,36.425315,26.41530333,0.159292062
Guidi 2014,Foster,Control,899.TF,Foster_WM_1,Old,18-20,19,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,54.72138733,27.69436033,43.15426467,36.42531367,14.681347,816.4282929,497.2493322,659.559181,604.4293032,270.534785,28.02802767,22.578133,30.08564033,14.514514,28.584139,12.06762233,387.4284322,430.2082927,618.1973784,229.3399724,498.1259986,222.758582,32.81058833,25.581135,0.123809556,35.591145,23.63474833,0.201877861
Guidi 2014,Foster,Control,1444.TF,Foster_WM_1,Old,18-20,19,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,52.552552,51.05105033,25.74796933,21.24346467,14.51451367,905.8087757,645.5669752,388.1438192,415.0344364,269.5558748,60.226893,55.11066567,24.74696867,43.209876,20.18685267,60.226893,938.9958663,712.5242639,403.0113993,788.521545,371.9550374,978.1514852,25.30308,5.561116667,0.63963963,36.42531333,16.12723833,0.386243377
Guidi 2014,Foster,Control,1385.TF,Foster_WM_1,Old,18-20,19,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,47.936825,16.90579367,15.73795967,18.01801733,12.84617867,607.4980075,405.335734,298.3454802,365.972853,269.0691959,26.35969233,28.80658367,8.675341,5.894782667,25.41430233,33.47792167,464.2524689,523.489561,136.8540041,103.1950138,462.9511134,633.3940321,60.61617167,15.015015,0.602941176,46.15726667,20.02002,0.394957968
Guidi 2014,Foster,Control,1284.TF,Foster_WM_1,Old,18-20,19,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,21.910799,19.79757467,25.46991367,26.74897033,16.627738,368.2268238,387.6728832,490.9570461,535.2033074,259.7394932,41.875208,40.87420667,20.13124167,9.120230667,11.34467733,30.75297433,829.4773622,752.782364,341.2123826,146.4771727,179.2627552,570.6292973,54.77699833,21.13224167,0.443223469,17.79557167,31.42030833,-0.276836189
Guidi 2014,Foster,Control,1794.TF,Foster_WM_1,Old,18-20,19,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,57.16827867,19.01901833,39.03903833,45.10065567,11.678344,1044.440933,477.8210936,940.2084672,840.2881688,258.7136563,20.186853,22.856189,31.75397533,10.343676,16.46090433,4.726948667,479.3482806,523.861719,728.7167526,259.7699431,379.6760217,124.3889427,28.91780667,28.08363833,0.014634161,22.24446667,21.96641,0.006289327
Guidi 2014,Foster,Control,1276.TF,Foster_WM_1,Old,18-20,19,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,33.81158867,25.19185767,21.35468733,11.95640033,10.01000933,637.3777868,443.4081562,386.7475112,238.2333906,253.2990924,28.80658367,29.251473,44.65576633,31.47591967,17.962406,8.564119,595.4446883,668.231636,691.8431825,569.1302414,351.7900607,133.5190316,28.36169333,26.415305,0.03553295,17.23946,30.03003,-0.27058828
Guidi 2014,Foster,Control,1388.TF,Foster_WM_1,Old,18-20,19,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,26.13724767,34.03403333,21.243465,12.012011,12.623734,459.0670598,568.0415836,396.9621014,215.6246365,247.7199941,56.50094467,50.55055,43.76598767,29.69636233,36.870203,5.783560667,928.1913998,698.1612208,529.097315,514.2835686,568.4685675,74.66101934,33.08864333,30.30808667,0.043859623,37.53753667,23.35669,0.232876702
Guidi 2014,Foster,Control,1125.TF,Foster_WM_1,Old,18-20,19,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,32.92181,53.219886,28.02802733,34.534534,13.06862333,542.5255685,972.6900888,585.653998,642.7067262,234.3922323,45.71237833,19.74196333,27.74997167,6.617728,10.45489867,21.688354,900.8634972,470.924999,462.975392,169.5066484,229.1575738,452.8661926,55.88922167,16.12723667,0.552123583,58.66978,14.73695833,0.598484862
Guidi 2014,Foster,Control,1790.TF,Foster_WM_1,Old,18-20,19,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,26.637748,32.03203133,10.56612067,8.786563333,10.899788,521.8645827,651.7174135,240.7943831,182.7547232,234.3093959,15.40429267,28.69536133,12.67934533,18.01801733,6.617728,25.80358067,360.0387334,519.3983303,312.0214666,389.9265902,173.0071653,561.5461261,36.42531333,22.24446667,0.24170615,36.98142667,21.68835333,0.260663553
Guidi 2014,Foster,Control,1447.TF,Foster_WM_1,Old,18-20,19,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,44.43332167,27.47191567,45.37871133,33.255477,10.06562033,692.2622919,436.5168148,616.8570331,461.6147409,210.3218721,36.64775833,44.544544,46.880213,37.75998133,19.68635233,30.36369633,694.5421899,749.4836093,705.2423703,607.8813213,328.3445354,562.0150676,31.14225333,26.415305,0.082125588,28.08364,34.20086667,-0.098214259
Guidi 2014,Foster,Control,1047.TF,Foster_WM_1,Old,18-20,19,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,34.25647833,45.211878,12.01201133,18.07362833,9.954398,720.5205499,782.2891344,235.5822311,346.6436354,204.6306673,43.71037667,39.09464967,56.94583433,21.74396533,27.41630433,23.02302233,922.9441086,801.2483001,1164.663928,334.6890419,544.2885981,515.1270655,45.879215,20.57613167,0.380753161,28.361695,20.57613167,0.159090909
Guidi 2014,Foster,Control,1384.TF,Foster_WM_1,Old,18-20,19,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,60.226893,12.17884467,13.680346,23.07863333,7.896785,860.8855695,316.2162784,299.7045936,508.9246888,198.4777481,22.633744,40.42931767,29.14025067,24.63574633,28.41730533,35.035034,416.7485095,844.6585308,613.0388716,499.3581625,582.0168213,680.8449048,30.58614,17.23946167,0.279069742,26.13724833,23.078635,0.062146875
Guidi 2014,Foster,Control,882.TF,Foster_WM_1,Old,18-20,19,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,27.41630433,28.02802733,19.297074,25.69235833,6.562117,458.6053826,561.7347445,435.8010196,504.2508499,170.6317248,60.226893,37.98242633,15.68234833,25.08063533,5.449893667,9.843176,1274.176072,721.7145745,294.5011531,523.4609672,123.9626138,185.7425892,31.142255,20.29807667,0.210810817,27.527525,31.14225167,-0.061611393
Guidi 2014,Foster,Control,1787.TF,Foster_WM_1,Old,18-20,19,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,32.36569833,18.296073,10.12123167,8.341674333,8.174841,521.44726,315.7439482,160.0097815,156.6397249,163.1904747,41.43031867,18.907796,28.36169433,39.98442833,17.12823867,28.917806,694.8532259,359.1546669,561.7560794,725.470504,330.6873004,485.9822284,31.97642,19.74196167,0.236559187,40.04004167,21.68835333,0.297297351
Guidi 2014,Foster,Control,881.TF,Foster_WM_1,Old,18-20,19,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,11.567122,25.63674733,23.18985567,18.90779567,7.173839667,239.5164904,565.5160244,545.5371214,472.1615001,157.7706859,35.03503433,15.904793,14.68134733,27.74997167,8.842174667,11.289066,804.3610739,319.556163,353.2417735,678.5681432,205.6286933,251.2979796,37.81559333,16.68335167,0.38775506,39.48392833,15.84918333,0.427135657
Guidi 2014,Foster,Control,1191.TF,Foster_WM_1,Old,18-20,19,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,25.80358067,37.982426,18.240462,15.45990367,9.342675333,354.4659169,650.911679,266.8922095,258.1188882,155.8102632,15.626737,60.11567067,56.50094467,45.04504433,44.98943333,40.65176233,309.7935536,1169.514663,1065.277207,810.2352945,811.8588029,638.3945245,27.24947167,17.23946167,0.225,47.26949,16.12723833,0.491228057
Guidi 2014,Foster,Control,1277.TF,Foster_WM_1,Old,18-20,19,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,38.204871,60.226893,45.04504433,41.930819,7.062617333,574.442587,934.8626916,849.7131831,785.5928805,141.9532472,53.16427467,18.68535133,41.37470733,19.68635233,22.18885467,24.635746,991.8518126,390.2606484,890.3673634,376.8220116,455.9823926,480.2344706,33.92281,31.698365,0.033898281,32.254475,10.84417667,0.496774203
Guidi 2014,Foster,Control,1382.TF,Foster_WM_1,Old,18-20,19,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,25.74796967,27.19386,56.77900067,50.38371633,8.119229667,393.910756,390.5223651,689.9541923,608.7083345,138.3044108,60.226893,49.82760467,47.10265767,38.316093,44.15526567,50.16127167,863.7684469,642.3562206,563.3499098,516.4695632,643.002227,752.7153325,27.805585,20.298075,0.156069413,32.25447667,31.97642167,0.004328991
Guidi 2014,Foster,Control,1789.TF,Foster_WM_1,Old,18-20,19,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,39.03903833,6.840172667,19.51951867,14.514514,6.284061,731.7520616,185.3640912,493.035691,323.7433098,116.526671,24.858191,58.892225,53.83160867,9.064619333,43.988432,33.31108833,615.9051784,1214.276647,1162.929915,225.6720904,963.9937949,704.6784432,31.14225333,23.35669167,0.142857108,16.40529333,24.19085667,-0.19178083
Guidi 2014,Foster,Control,1702.TF,Foster_WM_1,Old,18-20,19,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,30.196863,60.226893,9.009008333,25.19185767,5.005004,387.1474862,803.5911581,168.9241609,421.7000398,116.1199895,18.40729533,35.535535,27.97241633,44.15526567,44.09965433,36.09164633,293.4220528,710.5702567,512.3411592,705.7038028,734.9791759,689.3334315,33.36669833,11.12223167,0.500000037,36.42531333,25.581135,0.174887913
Guidi 2014,Foster,Control,1795.TF,Foster_WM_1,Old,18-20,19,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,23.18985567,12.568123,8.730952333,17.07262733,3.781558333,412.9039328,262.9565337,162.3617089,384.2621417,81.47293291,48.882215,47.38071333,12.62373433,6.339672,8.174841,21.85518767,941.1219868,1009.581578,243.3457564,165.2542766,175.2224111,468.0583644,50.60616167,21.13224333,0.410852713,31.42031,40.318095,-0.124030985
Speisman exercise 2013,Foster,Control,800F.TF,Foster_WM_1,Old,20,20,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,25.36,25.41,12.73,8.29,15.63,527.65,540.24,225.96,182.37,357.13,43.54,23.48,25.21,37.63,41.51,23.08,1016.56,420.8,470.34,733.95,801.84,507.61,36.56,26.44,0.160634921,18.56,48.2,-0.44
Speisman exercise 2013,Foster,Control,801F.TF,Foster_WM_1,Old,20,20,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,41.04,24.02,39.21,53.16,28.03,617.84,372.88,599.77,857.79,440.87,44.26,59.6,26.57,37.97,49.4,41.16,960.22,950.78,432.44,641.08,786.11,628.54,19.28,31,-0.23309467,19.11,28.53,-0.2
Speisman exercise 2013,Foster,Control,803F.TF,Foster_WM_1,Old,20,20,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,36.98,37.76,27.42,27.81,9.79,534.16,628.97,527.59,572.76,237.96,41.4,29.73,20.32,20.34,27.04,13.66,929.75,592.17,406.78,379,510.43,244.11,35.79,18.72,0.31315355,13.85,37.95,-0.47
Speisman exercise 2013,Foster,Control,804F.TF,Foster_WM_1,Old,20,20,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,46.49,27.25,17.85,9.84,36.48,553.17,361.43,287.27,88.98,588.74,37.76,46.7,29.06,45.72,27.28,44.32,963.15,827.41,532.87,700.11,455.02,802.62,35.61,24.44,0.186011657,22.71,38.23,-0.25
Speisman exercise 2013,Foster,Control,810F.TF,Foster_WM_1,Old,20,20,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,39.26,46.49,16.79,19.63,11.62,616.03,856.24,346.68,425.77,272.88,34.59,44.51,22.57,36.63,40.38,35.55,833.82,981.64,505.38,776.03,835.96,788.82,32.72,32.27,0.006924142,25.48,29.64,-0.08
Unpublished histone study,Foster,Control,1_030F.TF,Foster_WM_1,Old,,20,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,39.984,29.585,30.864,7.118,12.624,640.007,536.977,553.532,149.563,308.041,45.267,60.227,21.688,31.532,27.694,30.197,924.308,941.527,385.296,514.007,507.304,565.99,38.781,19.114,0.339701183,19.114,24.654,-0.126576494
Unpublished histone study,Foster,Control,1_031F.TF,Foster_WM_1,Old,,20,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,11.289,27.083,24.58,9.621,20.354,206.109,619.67,457.533,185.854,384.863,56.279,30.197,33.534,31.031,8.787,17.851,1030.633,619.529,630.499,567.628,160.854,362.62,25.485,40.443,-0.226883873,40.443,9.695,0.613267382
Unpublished histone study,Foster,Control,1_032F.TF,Foster_WM_1,Old,,20,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,48.048,44.266,32.588,30.697,24.08,797.736,776.333,584.209,516.903,420.304,57.836,42.598,23.412,21.966,18.185,10.177,954.973,710.008,393.635,408.27,350.709,178.217,74.515,44.875,0.248261998,44.875,11.911,0.580495192
LTD&Memory 2007,Foster,Control,144.TF,Foster_WM_1,Old,20.5,20,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,34.9,7.877,4.913,28.62,5.58,734,174.333,173.333,675,146.667,20.323,8.433,39.29,31.067,20.29,21.847,526,202.333,885,719,490,469.667,41,22,0.301587302,32,20,0.230769231
LTD&Memory 2007,Foster,Control,137F.TF,Foster_WM_1,Old,20.5,20,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,48.557,31.69,36.2,20.5,27.433,814.667,1003.333,736.333,471.333,616,29.79,45.087,40.71,24.467,15.51,20.467,672.667,1167.333,1043.333,694.333,376.333,469.333,41,8,0.673469388,1,32,-0.939393939
LTD&Memory 2007,Foster,Control,139.TF,Foster_WM_1,Old,20.5,20,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,34.1,35.597,20.11,12.5,7.787,687.333,691,424.333,265.333,192,49.067,37.233,25.62,25.323,20,17.267,1198.667,839,582.333,649.333,488,398.333,48,19,0.432835821,19,29,-0.208333333
LTD&Memory 2007,Foster,Control,89.TF,Foster_WM_1,Old,24,24,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,28,33.667,17.333,27.667,22.333,294,448.667,396.667,447.333,372.667,27.333,31,8,25.333,28,27.667,496.667,605.667,156,545,376,622.333,31,28,0.050847458,31,35,-0.060606061
LTD&Memory 2007,Foster,Control,141F.TF,Foster_WM_1,Old,20.5,20,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,37.277,40.49,60,36,45.39,817.333,1110.333,1090,843.667,998,60,60,21.457,18.823,21.21,31.757,1332.667,1066.667,379.333,402,455,877.333,40,22,0.290322581,47,14,0.540983607
LTD&Memory 2007,Foster,Control,JM7.TF,Foster_WM_1,Old,22,22,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,43.333,35.667,46.333,30.333,46,306,321.333,481.333,318.333,510,41,32.333,25.333,36,21,25.333,508.667,367.333,260.333,357.333,217.667,360.333,37,25,0.193548387,74,6,0.85
LTD&Memory 2007,Foster,Control,JM4.TF,Foster_WM_1,Old,22,22,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,60,20,33.667,12,23.667,418.667,155.667,367.667,226,310.667,23.333,34,8,25.667,4.333,3.667,387.333,438,96,356.333,84,65,41,16,0.438596491,60,3,0.904761905
LTD&Memory 2007,Foster,Control,JM1.TF,Foster_WM_1,Old,22,22,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,60,57.667,43.333,25.667,28.667,301.667,400,382,209,178.333,24,60,46,44.333,15.333,18.667,313.667,365.333,284,347,132.667,210.333,29,14,0.348837209,48,3,0.882352941
LTD&Memory 2007,Foster,Control,100.TF,Foster_WM_1,Old,20,20,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,54,51.667,42,38.333,14.333,442,462.667,440,359.667,184.667,29.333,40,25.333,17.667,18,34,593.667,767.667,562,331.333,359.667,546.667,26,17,0.209302326,32,18,0.28
LTD&Memory 2007,Foster,Control,204.TF,Foster_WM_1,Old,22,22,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,60,58.333,30.333,41.333,48.667,410.333,342.667,127,111,345.333,36.333,16.333,23.333,37,34.667,40.667,350,226,255,312,361.333,404,33,29,0.064516129,25,28,-0.056603774
LTD&Memory 2007,Foster,Control,3F_new.TF,Foster_WM_1,Old,18,18,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,60,59.11,46.023,60,33.957,1247.733,1476.9,1129.95,1629.867,753.3,43,53,36,10.66,17.33,12.33,1142.967,899.933,667.967,307.4,388.167,362.333,30,16,0.304347826,18,28,-0.217391304
LTD&Memory 2007,Foster,Control,143F.TF,Foster_WM_1,Old,20.5,20,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,46.653,19.01,30.32,4.577,20.1,801.667,423.333,728,83.333,453.667,27.177,22.943,14.843,12.397,24.933,12.687,690,601.667,376.667,305.667,557,255,49,12,0.606557377,43,12,0.563636364
LTD&Memory 2007,Foster,Control,146F.TF,Foster_WM_1,Old,20.5,20,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,20.543,14.4,23.98,50.143,24.1,528,432.333,611.667,1113.667,704.333,25.357,43.233,29.863,13.68,8.433,11.043,686.667,1087,692.333,297.333,186.667,246.667,47,13,0.566666667,42,14,0.5
LTD&Memory 2007,Foster,Control,ks025.TF,Foster_WM_1,Old,21,21,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,55.667,41,42,26.667,21,451.333,377.667,440,285,236.333,34,34.333,34.667,27.333,29,30,475.333,432,418.333,296.333,352.667,320.333,41,10,0.607843137,16,18,-0.058823529
LTD&Memory 2007,Foster,Control,85.TF,Foster_WM_1,Old,24,24,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,53,58,54.667,19,15.333,827.667,787.667,815.667,246.333,185.333,52,15,34.667,27.333,29,54.667,1085.667,301.667,418.333,296.333,352.667,715.333,30,18,0.25,17,20,-0.081081081
LTD&Memory 2007,Foster,Control,JM6.TF,Foster_WM_1,Old,22,22,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,29,55.333,40,15.333,41,208,224.667,410,198.333,565.667,8.333,22.667,23.333,22.667,5.667,10.667,147.333,344.333,321.333,290,104.333,179,29,10,0.487179487,48,12,0.6
LTD&Memory 2007,Foster,Control,ks29.TF,Foster_WM_1,Old,22,22,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,53.667,44.333,27.333,38.667,37,375,297.333,139.667,369.333,313,37,30.333,25,25.333,17,33.333,334.333,306,284.667,284,149.333,241,50,5,0.818181818,53,8,0.737704918
LTD&Memory 2007,Foster,Control,ks028.TF,Foster_WM_1,Old,21,21,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,55.667,31,31.333,9,47,533.333,259.667,352.333,176.333,417,35,32.667,29,25.667,26,26.667,488,413.333,354.667,282.667,323.667,292.333,32,22,0.185185185,29,30,-0.016949153
LTD&Memory 2007,Foster,Control,93.TF,Foster_WM_1,Old,24,24,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,53.333,47.667,38.333,34.667,28,462.333,432.333,402.333,330.667,286.667,29.333,21.333,17,14,7.333,3.667,627,389,367.667,279,149.667,74,56,3,0.898305085,38,8,0.652173913
LTD&Memory 2007,Foster,Control,ks026.TF,Foster_WM_1,Old,21,21,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,54,48.667,43.333,32.333,17.667,467.667,411.667,462,345.667,226,54.667,28,24,21.333,9.333,11,438,321,295.333,265,150.667,164.333,61,5,0.848484848,30,41,-0.154929577
LTD&Memory 2007,Foster,Control,3.TF,Foster_WM_1,Old,24,24,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,51.333,45.667,48.333,33.667,19.333,768.333,851.333,1050.667,615,477.333,35.667,31,28.333,23.333,25,23.667,496.667,395.333,344,263,316.667,267.667,28,10,0.473684211,43,6,0.755102041
LTD&Memory 2007,Foster,Control,83.TF,Foster_WM_1,Old,24,24,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,60,58,54.667,28.667,27.667,910.333,791.333,733.333,409.333,335.667,36.667,31,28.333,23.333,25,23.667,776.667,395.333,344,263,415,267.667,44,18,0.419354839,20,25,-0.111111111
